label,ulasan
5,Nice 
5,"received it! am wearing it now   quite comfortable. but not recommended support as a sports bra for vigorous exercise. if you’re just doing strength/resistance exercise   fine :) oh ya but if u have ‘love handles’ the rubber below may roll up haha. but   really very cheap no complaints!

"
5,"I really like this product, super nice and comfortable. Very fast deliveries. "
3,"Item says size L/XL but looks like XS. No size indication on the clothing, but able to fit because material is soft and stretchable and looks like a free size yoga bra. Bra sponge will move around"
4,"I’m a 32C and got size S/M and   a bit loose at the back. The material is soft but quite thin. Not suitable for high impact sports or running, more suitable for walking or casual wear. The colour is also a bit odd irl. "
3,"Material rides up once in awhile, other than that   fairly ok"
5,"fast delivery, item as picture 😁"
5,Repeated purchase. I like the material and fit
5,"received in gd condition 
"
5,"Repeated order gd material 
"
5,Products come in good condition. Materials suitable for price.
5,Item was delivered pretty fast and in good condition. Thanks
5,Item in good condition and good fit
5,Delivery was faster than expected. Padding is good cos it's thick but size is smaller than expected. Ordered M but looks like it's an S. Next time will order one size up. 
5,"Good quality,  fast delivery "
5,Great item visually. Haven't try. 
3,Slow delivery and shopee sucks as a platform
2,"  uncomfortable, rode with it for 4-5 hours today and it was just unpleasant. It padded the butt area but the tights material isnt good"
5,Looks good. Hope it fits n lasts well
5,Prompt delivery. Item well received and as advertised. Look forward to next order. 
5,Good quality and value for money 
5,"Great product fits really well, affordable price and item came as how it was in picture. "
5,Received in good order. Feels good but too small for me.
5,"Good quality and packaging.
Accidentally bought the wrong size.
Usually these products are 1 size smaller than normal, didnt expect XXL to be huge.
"
3,See picture. Disparity in sizes. Beware when purchase white Color bra. Rest of Color is ok. Seller said size info upload is mistake. Only apologise. Smaller chest will find it loose. 
5,Nice i like it..will order more..quality is good.same as  shown in picture!!!!fast delivery..thnks seller
5,Very comfortable and secure. Padding is very soft and nice too. Adjustable strap. Will buy again. 
5,"Like the material, yet to try on but guess should be comfortable. ✌🏻😊"
5,"Very good buy. Cheap, fast and comfortable. Will get more colours."
4,A little tight 
5,Item as per description 
4,Looks good 
5,These Cycling bib underpants are of very high quality. It is made of light and durable materials that provide cooling when you put them on. The sponge are firm to absorb the vibration and shocks. There are many gel sponge sewn on these underpants but not thick or uncomfortable. 
5,As advertised. Considerably fast even during this lockdown period. Satisfied!
5,Looks about right yet to try yet. Fast shipping and decent..
5,"Delivery time was reasonably good. Well packaged. I've tried the item, satisfied. I hope to see those cool gel types at a cheaper pricing👍
Recommended. Thank you"
5,Nice 
5,"shipping was fast considering the coronavirus situation. looks like photos, hope it works well. bought for bicycle riding. "
5,Comfortable and size just right. Value for money...! 
5,Good packaging. Will try it out soon as I bought the longer version as well
5,Quite fast deliver. Less than a week. Look look with the price. Yet to try it for a ride. But worth the try/buy. 
5,item was packed nicely. great material thou have yet to try. 
5,super nice material!!! didnt expect much because its soooo cheap. s/m fits well for a 34B. Might be slighty tight but its a sports bra and it supports well! will repeat purchase
5,The material is somehow thin. The padding inside the cloth is quite small. Worth the price you paid.
5,Very comfy and value for money . Definitely a great buy and would loved to repeat order from seller again ! 
5,Will buy again 
5,"Liked it so much,good quality,exactly like a pics"
5,The product has arrived.Good quality Thank you..........
5,very comfortable
5,Nice
5,"Very good deal, items are exact to picture and of good quality "
5,Items arrived in good order. Good quality and good value. Size is exactly as described in table. Will try them out and probably order more.
5,"Good quality, highly recommended"
5,"Great, as described "
5,Received my foam rollers... The rounded rumble one is really good! 
5,"Item as described, good value for money! solid material! worth it"
5,"Worth it.
Comfortable and pretty, 
The clothes are put in a zip beg.
"
5,Fast delivery. Item received in good condition. Love it so much. 
5, Very Nice. I like it. Now i buy again 3more😁😍😍 thank you for selling 😍
5,Delivery took about a week. Quality is soft. Good for workout and homewear. Worth the price 
3,"bra padding has a weird shape, feel uncomfortable but i can take it out so its okay but other than that they do have adjustable straps which are great!"
5,My 2nd purchase! I super like it. Comfy for jogging and even for normal wear..
5,Love it! My second purchase! Got all the colours now hehe. 
5,repurchased it:) fast delivery. Really satisfied. Will buy again. 
5,It's okay.. Quality is okay..❤
5,"Fast delivery, good to use and worth during sales........."
5,Happy with purchase. Fast delivery. Thank you ! 
5,"Ordered 17 July received 18 July 
Fast delivery, well packaged "
5,"Arrived within 2 days, rumble round on the left. Pretty good and solid. So I buy 2 types using the coupon. $25-$3. Good deal."
5,"Feels sturdy and quality seems not bad! Delivery super fast, received in 2 days."
5,Very fast delivery. Ordered on 10.10 and arrived the next day. It was a little too hard there expected. But material looks goodm
5,Very good quality. Structurally solid and well built. Able to take my full weight without budging. 
4,There is a crack on the product but it doesn't affect the use of it... so I guess its fine
5,"Received in good condition!!
Tested it out~ All good!! 
👍🏻👍🏻👍🏻👍🏻👍🏻"
5,great and quality product and fast delivery. Highly recommended.
5,"Delivery was super fast. Really firm roller, works well. "
5,"Very satisfied with the buy, delivery was prompt and product is really good for rolling out muscle knots"
5,"Sexy bra, so nice  🥰"
4,Black given wrong size. Gray size ok
5,"Came in good condition, however the bra padding was rather hard, other than that its not bad."
5,"In good quality, thick enough, I will buy it again"
5,"Received before expected date, quality seem good worth buying in such price."
5,"Feels good wearing, comfortable.
  the right size for me.
Although paddings r not fixed, it has to be adjusted.
Generally, value for money."
5,Item receive in good condition !
5,Good condition. Happy with it
5,Nice product... worth a try... will consider to buy other types... XD
5,Prompt delivery. Received in good condition 
5,Good and fast spree. Happy with my purchase
5,Well received! 
5,Item came fast and looks promising! Yet to try but a friend recommended and   good he said so gonna give it a try soon 👍
5,Good material! 
5,Received in good condition. Feels cheap because   cheap. Can’t complain. Haven’t try yet. Will update if useless. No update is good. 
5,"Take quite a while to received.
Nicely wrap and protect.
Have not try out yet. Hope it's well cushion and supported."
5,Quite comfy
5,Item came as described. Took some time to reach. Thank you..
5,Received in GD condition 👍
5,padding is quite thin but material is soft and comfy. would be better for home use 
4,Quality is good.. its fit well! 
5,Good material
5,Hopefully the pads will improve by providing smaller version and thicker ones. I like the color and the fit to my body! 
4,"Received in good condition. Both are very soft, but there is variation in size even though both are the same size- S/M. The black one was about 2cm bigger. "
5,"Fast delivery!! The quality is better than I expected, recommended!"
5,"received item in good condition the delivery takes a few days only the bra is really super comfy very worth the price! 
"
5,Nice material I just love it so much' and it's really worth for the price ''thank you 
5,Material is good & comfortable to wearing it.
5,Very gd value for the price. Delivery was so fast. Am very satisfied with foam roller
5,Purple rumble roller received in good condition. Great for rolling the glutes and calves.
5,"Very fast delivery, and well packed. "
5,Colour of foam roller is pretty! Arrived in good condition. The round rumble really hurts and can get into deep pressure points. Will take awhile to get used to it! 
5,Came in good condition. Really good to use as it helped stretched my right muscles. 
5,"Gotta admit the padding is weird but u can take it out n cut it whatsoever. Other than that, altho support is not that good (cos the straps are thin), it still can hold and do what a bras shld do! "
5,Thin material . Not much elasticity. Lose but comfortable. Inner foam is bummpy looks and feel. 
5,Fast delivery n received item in good condition n quite good for the price
5,happy with my purchase...actually this is the second purchase i made😊
5,Not bad for the price 
4,"looks exact to photo and given the price, it is worth the money "
5,"Cutting & material are all v nice, bra cups are a little weird though, makes my boobs look a little out of shape from the side "
4,"Quality not bad for price paid 
"
5,So far so good. 
5,thanks seller
5,Loving it 
5,Item is amazing as described. Sizing perfect too. Will definitely recommend to my friends and also probably buy a few more for myself too.  
5,"Delivery took 11days...
Products looks ok..
Will order again in future..👍"
5,"Received, quality is good, size is correct"
5,Well received . Good packing and happy with the product.
5,Item is as advertised. Very comfortable and worth the purchase. 
5,Size is a accurate and material is good
5,True to size! 
5,nice👍👍
5,Received it but there was no size indication on the top. So I don’t know if the measurements were as accurate as what was indicated on listing. 
5,Came exactly as photo. Worth the money!
5,Received item within a week of ordering. Wasn’t expecting much but was pretty surprised at the quality and comfort of this bra.   really comfortable. The padding is uniquely shaped and may not be to everybody’s liking. There is very little support but can still be used for yoga/home wear 
5,"Received 
Pretty colour, the size abit small but I still can wear
Thank you "
5,Ur call is not bad bro but you can come over here for a little bit I will 
5,"Good delivery services! 👍
Products are good too, hope it works out for me!"
5,I have been buying my foam rollers from them for awhile now and everything is still intact and working fine
5,good quality and came rly rly rly fast in a few days.  Very satisfied 
5,Good n fast delivery
5,Nice size for home use. Fast delivery as it is stocked locally. 
4,Good replacement. Quick delivery and seller handled problem well. 
5,"Order well received, good quality for the money, recommended"
5,"Fast Delivery.
Whole family have been using it.
Happy with the product. "
5,Item received in superb condition. It is very big. Item was delivered quickly too. For its price and size very highly recommend to everyone
5,The roller received is well designed. Rigid and light in weight. The item also arrived in good packaging and in good condition. Keep up the good work. 
5,the delivery was very fast it only took two days to arrive.the product is good but tur foam might he a bit hard
5,"Delivery time was ok. Quality of material is not bad, very elastic and its cheap! "
1,I had order many time from this shop. There is always wrong delivery in size. As in the photo you can see there is a different in size which I had order 2pic XL but why there is different in size. Seller is very irresponsible font recommend. 
5,Good condition and fast delivery. Thank you.............
5,"Very soft and comfy, I love it! The straps are adjustable. Thank you seller."
5,"Well considering   only $3, it actually exceeded my expectation but do be mindful that   not sport bra materials and shouldn’t be used for high intensity workout.   still a pleasant top though. "
5,Item received in great condition. Will purchase again! Thank u :)
5,Good quality. Worth the purchase
4,Padding is too thick and came out of shape. Otherwise   value for money.
5,Well received. Nice colors. Product fits well. 
5,Delivery was fast and   comfortable as well! Love it :)
5,"Items received in good condition.
Fit me perfectly"
5,Material feels good . Yet to try
5,Item received and in good order 
5,Item received well packed in letterbox
5,Received good packing I like the quality.
5,Very comfortable and super affordable.  Great price for great comfort and look. 
4,"Not exact as the pictures shown
However worth the price . 
The green one color quite different from the picture shown. 
Quality still ok with the price given."
1,"Bad quality, the padding was very off bad material not much support."
5,"Good quality bra, material is soft and stretchable and items came on time and fast. Would Highly recommend for light activities. "
5,Super good quality! Bra sponge’s quality also extremely good! ❤️❤️❤️ 
2,"It is not GEL more like foam padding
Also the crouch area has so little foam protection
"
5,Item in good condition and material is gd n lite
5,"Good deal. 
Value for money. 
Fast delivery. 
Smooth transactions. 
Good quality. 
Safely wrap. "
5,"Pant looks good

This is comfortable 
Good purchase!!

I bought the other 3 designs
Hope they are comfy too...



"
5,Worth for $$$.very comfortable to wear...will order again.
5,"Worth buying, material are comfortable not too thin."
5,Received my order. Very fast delivery thanks seller. 
5,Received in good condition and delivery was punctual! im usually a size 38B and this fits me nicely and it's so comfortable 👍🏻
5,Received! Items were delivered just a day after ordering. That was a quick one. True to picture and does its job. Worth the price. Thank you! :)
5,Fast delivery. Good quality. Will buy again. Recommended!
5,fast delivery product item received in good condition thank you 
5,Delivery by ninja van. Good quality
5,very fast delivery!!!!!! came in 2 days. Second time purchasing and very happy with it :)
5,Items arrived very quickly and as described. Reliable and trusted seller. Good buy. Thanks very much!
5,item nicely packed and works well
5,"items came quite promptly, the delivery waiting time was only a few days to 1 week? and the size is true to the measurements!"
5,Item Took sometime to arrived.. however the quality looks good.. packaging is on point.. not yet sure about the performance.. 
5,"Very happy with the purchase. Excellent! A++++++++++++++++++

Will buy again "
5,Fast delivery. Looks ok. Material is good😊
4,"Material ok, but the padding too odd, so I remove it (pic shown already removed). Washed, have not tried yet, hope it fits. "
5,A bit small than expectation... Material ok
5,Item received as expected and packaging was alright. everything was fine so far. 
5,Ok! Comfy to wear as normal inner wear. Will try yoga ing tmr :)))
5,Delivery was prompt . Good product ! Very satisfied 
5,I am absolutely impressed by the EXTREMELY fast service! Item came as what is shown in the picture. Would definitely recommend to everyone.
4,"Hope it is good to use. Quality wise can say ok. But expect slightly better.
"
5,Thank you😇
5,good quality very soft and nice !!!!
5,It's really nice but super sheer. The material is comfy though. 
5,非常好穿 可以买😀😀👍👍
5,The padding is thick. Delivery was quite fast. Have yet to try Cycling with it but so far it looks promising. 
5,This gel padding is more comfortable for longer distance ride compared to the cheap sponge padding.
5,Item received as promised. no defect and its comfortable
5,Fast and efficient delivery. Item looks good. Hopefully it lasts 
5,Item well packed in nice ziplock bag. Item well receive. Nice breathable material. Sure comfort by the material. 
5,Nice colour and fit! The cups inside abit weird so have to either change them or pair this w an outer wear. But overall very satisfied with the material and sizing
5,Item recieved...so cute...thank you seller..good product quality too..material so.soft..for.sure its comfortable to wear
5, I’m in love with the bra! I bought brown and black L/XL and it fits me nicely. Really like it and love it !! 
5,Yes Very Good And Comfortable Tks Delivery service 🛍💪
5,Good!! Love the stretchy quality. Not good for vigorous exercise but yoga is ok. Will definitely repurchase!!
4,The material is not bad but size a bit small for me.
5,"Tq recieved

"
5,"I do not think the push up is really working, but still ok, maybe the size too small for me (60kg, B cup)"
5,Fast delivery with good quality product.   firm and really helps my tight muscles to loosen up. Will take a while to get used to it. Overall satisfied. 
5,fast delivery! seller was nice to change a foam roller for me because one item sent wrongly. will definitely buy again 
4,The edge looks abit dirty but acceptable. Speedy delivery! 
5,Very firm - does its job! Abit painful if you roll on the middle of your back as the one I got has the “bumps” all around and will “poke” your spine. Overall a good buy! Helps provide a quick relief of very tight upper and lower back from desk bound work. 
5,This is real fast delivery!!! Purchase yesterday and received at 10am next day! 
5,More of a teal colour than green. Nevertheless it works good.
5,Arrived a bit dirty but in good condition
5,Wow super fast!! Same day delivery!! Great quality of product too 
5,Item received really fast due to ninjavan. Item is slightly shorter than photo but   fine! Feels really good to use
5,Fast delivery and sturdy. Good buy. Will recommend to friends.
1,Product looks dirty and used. 
5,quick delivery by ninjavan to selected ninjaspot. product works fine as per photo
5,Super comfy and good! I’m going to get more! 
5,Super great & comfortable! I just ordered again🤭 Thanks seller!
5,Well pack and fast delivery. Colors nice and quite comfortable to wear however the inside padding a bit weird look awkward can’t expect more 
5,Received in good order.its soft
5,Not bad. Cheap and good. 
5,"Ordered twice, and the quality is reasonable for the price paid. It is worth it! Thank you"
5,"Really soft and comfortable. Padding doesn't feel too thin, so should suffice for moderate activity levels. S/M size is just nice for a UK 8/10, and it's good that the shoulder straps are adjustable. For the price, very good value and will buy again. "
5,"Very comfortable, but no support and the inserts do not wrap around so it gives a ""lumpy"" appearance. Good to wear at home"
5,Colour true to seller image. Material is quite soft and smooth 
5,"product received. just to feedback about the padding a bit wrinkled. maybe put on the box instead of plastic bag. So it won't be crumpled. Other than that the quality is okay.
Thank you ☺️"
5,Good~Will purchase again.👍
5,  fitting is comfortable and the size is just nice. Satisfied.
5,Reliefs tense muscles well. Can be wuite painful to use for some but if you can tolerate the pain then it is quite shiok. Item seems pretty durable too. 
5,"Receive in a few days, seems pretty solid. Hopefully will work."
5,Ordered on Saturday and it arrived on Monday night! Super smooth delivery and I can’t wait to use it! 
5,Received the items quite fast. Quality seems good after 2 days of usage
5,"If you're new to foam roller, it's advisable to get e grid foam roller as it's more gentle. 
Rounded rumble is good for deeper massage but can be painful at sore area. But it's good if you really want deep massages, just bear the pain. "
5,Nice colour....my son love it.. Thank you seller and Shopee
5,"Fast delivery, and it feels really solid. Can’t wait to start using it. "
5,"Love the colour, quality is good and less than half the price of decathalon! "
5,"Fast processing fast delivery! Product as expected, great for hard to reach back massage"
5,"Good quality, super fast delivery:)"
5,Quality is good has a weight to it!
5,"Hi, placed ordered on 23 Oct 2019 and received it on 25 Oct 2019. 2 days delivered from SG. Bought 2 types of rollers, these rollers looks and felt sturdy and strong. Quite good and comfortable when rolled onto. Material is smooth, really nice. Hopefully can get rid of my fatigue after my running.  "
5,good quality and received very quickly!
5,"Item received quickly, though navy blue was just blue."
5,"great quality just like the ones from decathlon, just at a much affordable price!"
5,Super fast delivery items received well and as described!!
5,Received in good condition.  Thank u
5,contacted the seller about receiving the wrong roller and he was soo gracious and quick to act! he showed up on my doorstep to swap the rollers around - thank you so much for being prompt! besides that the rollers are really good to use and high quality from what i can see
5,Comfy shorts 
5,Item received well. Quality as per picture. Cushion quite thick. 
5,Order received in good condition. Padding is good. Will buy again
5,⭐️⭐️⭐️⭐️⭐️ my son love it. 
5,"Had to wear more than once to adapt to it and feel comfortable with it. Other than that, it does provide the cushion for long-hours cycling. It definitely helped to relieve the pain/uncomfortableness i used to feel when cycling long hours. "
4,Tried riding bike with it. Seemed a little bit hard. Took 11 days to reach me after order date
5,Quality is better than expected 
5,Nice sport bra..good quality 😊😊😊
5,"Ordered 2 tops but received only one. Made a request for refund and was immediately approved/refunded. Item is comfortable, plan to wear it as sleeping attire. "
5,"Bought brown and black, the brown looks more like a nude. But its okay. But the cutting of the two bra is different. But both in the same size. The black cutting is smaller "
5,"Fast delivery, received in good condition but yet to try."
5,"Just received them a few minutes ago! 
Indeed, the quality of these bralettes are super good despite its cheap price. 
Very happy with my first order from this seller, and will definitely buy from them in future. Thanks, seller! 
"
5,Good quality though a little big in size. Thanks. 
5,Fast delivery with good condition. Value for money. Very nice
5,Good buy. Material is thin but with good support. Will buy again if need to
5,Item.receive in gd condition n fast delivery 
5,"The delivery is very fast, the quality is top notch, the best cycling short you can find in shopee, this is my second time buying, will recommend to anyone on this store, will purchase again, keep up the good work. If have 6 star rating, I will certainly give it. "
5,"Good quality,Good packing and well receive the goods"
5,Quality is good. Comes with a bag too. 
5,Very responsive seller. Item received in good condition and well packed. Product is good and I love it! Thank you 😊👍🏻
5,"Received with good condition,  soft and thick ,will try tonite.  Thank you "
5,"Good thickness and light weight, delivery was fast. However does not have a good grip when doing HIIT exercises. "
5,"Received in good condition as advertised! Fast delivery , order on 31/5 received by 5/6. Good quality! Thanks seller ! "
5,Nice mat.. very good quality for beginner like myself... worth buy... 
5,Delivery took a while but understandable due to Covid19. Love the thickness of the mat when kneeling. Thankful for the bag and strap. Slight rubber smell when opening but all is good. Might buy again.
5,Items received in good condition. Worth the money. Thank you very much seller.
5,"really good quality! the colour of the mat is as shown in picture too :) however, do note that the mat isn’t really anti-slip so   more suitable for low impact workout. but overall, I’m very happy with this purchase! "
5,"Item came quick and well packaged. I didnt know that when you just order the mat, it comes with a bag and strap so now i have 2 bags and 2 straps. When i first opened the mat up, it had a fishy smell to it but after airing it out, the smell is gone. Overall a good product."
4,Soft and thick yoga mat. Yet to use. 
5,Product came well wrapped and is light. Slight smell but should be fine after airing. 
3,"Packaging of mat was torn when it arrived :( Mat was also torn where packaging was torn. While everything else was fine, the mat was only 8mm thick as shown in the picture. "
5,"okay for the price, material isn’t fantastic as it feels like foam more than a yoga mat. but overall it comes with a nice bag and pouch. "
5,"Fast n efficient delivery during CB day , great product "
5,"Received in good condition! Mat is thick and good for workouts, good purchase!"
5,Received mat in good condition. However the bottom of the mat cover was slightly worned out. Ok for light use.
5,Happy with the purchase! Not really anti slip but can work.Good for yoga
5,"Delivery time is fast, received in a week. Bought 2 mats and it came rolled together, as a result the external layer suffered some dents and scratches but inner layer is good. Other than that the quality looks okay, thick and not too slippery for me."
3,Well packed condition and promptly delivered. Mat is 10mm thick but feel light weight compared to those bought in guardian or watson. Good for statics exercise like planks or push ups. Not recommended for burpee or climbers. Tks seller. 
5,Fast delivery. Ordered on 6/6 and arrived on 13/6. Came well packed. Good quality and no chemical smell. Free carrier bag and a sling for easy keep. Thank you. 
5,"The quality of the yoga mat is great, feels comfortable with exercises required kneeling 🧎‍♀️ "
1,Yoga map is not anti slip as advertise and not recommended for jumping or hopping exercise as mat is not firm on ground.  Basic yoga and stretching is still okay. Not recommended. 
5,"Thick and good quality. Non-skid, but if you sweat profusely, it will skid. Worth it"
5,Looks good can’t wait to try it out 
5,Thick material. Good. 
5,Fast delivery. Product as per described with bag and strap. Good mat at its price point.
5,Good quality! Comes with a carrier bag and also a strap to secure the yoga mat
5,Hi awesome delivery.. With good products. Will order again
5,A very nice mat.My first time purchase n very satisfy with ths product.
3,Look like a foam than a mat . A bit disappointed 
5,Item received in gd condition. Reliable. Thank you seller.
5,Nice.
5,The mat size is slightly wider than the one I bought from Guardian (blue). Length is about the same and much thicker though. Has more cushion when kneeling down. One side is smooth surface and the other side has broad stripes. 
5,"It is soft and of good length, came with elastic strap and casing for easy storage / bringing it out "
5,"Product was delivered within 2 weeks, material is good.
There’s a weird smell when just open but after a while no more already. "
5,Thick and well package came with bag thumbs up 
4,I love how thick and soft the mat is and that it came with it's own casing. The surface material feels abit cheap though. I can tell it will tear/shred easily after a few uses. 
5,"Fast 3 days delivery!! Nicely packaged, and there are no creases at all!! Will get a second one for my sis👍"
5,Strong rubber (?) smell which needs to be aired out. Thick and seems of good quality
5,"Received in good condition.Like the quality,cannot wait to try it
"
4,"Still okay. Material is still acceptable for the price but is not that durable. Have torn a small area when exercise. 

Can consider if u need to carry your yoga mat around as it is very light. But would prefer a heavier mat though for exercise 😊"
3,Not bad quality apart from some scar on it. Really antislip.
5,Received in one week+ and in good condition :) Comes with strap and bag as mentioned. Nice and thick which is good for knees support. 
4,Got a bit of scratches but quality not bad. 
5,Not bad.. I thought will be thicker and more sturdier.. looks good.. not sure if it can last long
5,"Great product although still a little slippery when you sweat
"
1,Mat is comfortable and thickness is as described but it is the “non-slip” is non-existent
5,"Fast delivery, thick, Come with transparent protective sheet. Picture is after I open up the sheet and put it back to take photo. My wifey is happy with my purchase."
5,Gd Quality ! ☺️👍🏻
1,The quality is extremely poor. I try to do split and foam surface cracked.
5,Items are packed nicely and the mat is thick and comes with its own bag 😊 
5,"Very soft and thick👍 a little slippery but no issue for me since i do mostly static exercises. There is some slight odor, hooe it will go away after a while"
5,Nice! My daughter loves it
5,Good good good good good good
5,Took about 2 weeks to received the item during CB. I’m satisfied with the delivery time as the item was shipped from China 
4,Nice to use..Thick but antislip is not really good..Delivery is a bit slow..
5,"The mat is thicker than normal in the market. The material is quite firm. Not too hard or too soft. Thanks seller for being considerate giving the bag, very convenient easy to keep🥰"
1,Low quality
4,The quality is ok ok ... got squeaky sounds... but overall fairly good
2,Too slippery 
5, Good
5,Good quality and arrived very quickly 
5,So far so good.   really thick and come with a bag to contain. Satisfied
5,The thickness is already a winner. It's rather comfortable. The grip against the floor can be an area of improvement. 
5,"Good package and nice product.
Need to air it though cos there is a smell. 
No regret buying. "
5,Awesome item..my wife loves it
5,Quality exceeded my expectations with the price. 
5,comfortable because its thicker
5,"Light, big, got about smell"
5,If was packed nicely. It is quite a good material and also quite thick. The delivery was quite fast. Would buy it again next time I guess . 
3,"Rubber material, thick enough to do exercises but there were some defects upon receiving it"
5,Nicely pack and good quality mat.
1,"Not grid at all, nearly slip & fall while doing exercise on it "
5,item yake sometime to reached. 
5,Good quality. Fast delivery
4,Received it in just over a week. The quality of the product is quite good. 
5,Mat is no slip without footwear. Delivery took a while though
4,"Ordered on 8th may, delivered on 20th may  
Thick cushion and feels soft. Comes with free carry bag and strap. Doesnt slip but makes a sound when moving on it (e.g. doing mountain climbers) "
4,Not a bad yoga mat but came with a few folds here and there but   fine 
5,Fast and delivery 
4,"Delivery was faster than expected, considering the CB. Mat seems good too"
4,The mat is thick enough to protect my knees. Has very strong smell. Maybe after a while it will be gone. 
5,"Delivery was super fast
Quality not bad, pretty thick, comes with bag and band to roll the mat up"
5,Product came way earlier than expected! Bravo! 
5,Quality mat. Super satisfied with the quality! 
5,Great quality! 
5,"Nice and comfortable, non slip surface. Colour is nice and it seems to roll up easily. Came relatively quickly and delivery man was polite, however best not to ask customer to sign off during this covid 19 period.

Overall 4.5/5, this is the cheapest I can find on both Shopee and Lazada for the qu"
5,Item as described 
5,Good quality and thickness even tho delivery was quite long 
5,mats came in good condition with straps and bag!! Satisfied with the products:)
4,Fast delivery.
5,Fast delivery and quality looks great. Worth buying. Thanks seller!
5,Not anti slip at all.  Quite disappointed. 
1,This yoga mat is not working for me.   very slippery and keep moving during my cardio workout. Regret for bought this and it wasted my money. 
5,Product is as advertised. Good!
5,Stock arrive quite fast. Very comfortable. Material is thick👍
5,"Material is soft and thick, dont know how long it will last before the surface gets torn though. "
5,"I thot it doesnt come with a bag hence I ordered & paid for the bag. Now, I end up with 2 bags for 1 mat."
5,"Great nice product! Well worth.
"
5,Item well received and good customer’s service!
5,"Bought for my daughter, she like it so much 👍"
4,"anti slip, quite thick but the smell is quite strong"
5,"Item came in 10 days. Came with the strap and bag as pictured and assured by customer service. Just did light yoga on it,   thick enough. Just not sure if   able to last, since material is quite soft. But good for   price! "
5,Delivery was a bit delayed due to CB but item was well received. Thick and good support!
5,Received it within a week! It is 10mm thickness as specified!
5,Awesome thick and nice parcel was delivered pretty quickly
5,"Satisfied with the purchase. Material is relatively thick but not heavy. Comes with two additional items: a strap and a holder. Due to the material, creases and some scratches but had expected them. It would be the same even if purchased from retail shops."
5,Item received In good condition. No scratches or defect. Just very strong smell which can get rid off by airing. Mat is also thick enough to protect tailbone when doing situp. 
5,received in good condition !! seems quite comfortable to workout in :D happy with the purchase thank you! 
5,Item as described... Thick and not too hard. ..reasonable delivery time... Comes with sling and bag.
5,came with a bad and straps! no weird smell and feels pretty soft 
5,Soft and thick. Will try it soon but im happy with this purchase at a reasonable cost. The blue which i recieved is quite different from the blue in the image. But thats not any big issue.
5,Fast delivery. Thick material.   soft too. Good for yoga and exercise 
5,Item came in good condition and was quickly delivered. Came with the straps and the bag!
5,happy w purchase thanks seller :)
5,Thickness and non slip is as advertised and really comfortable. 
5,Fast delivery and I received it in good condition. The quality is good and no rubber smell. Would buy again. 
5,Received with thanks 
5,Fast shipments and the mat is really thick. Quality looks good. The strap is a little short given how thick the mat is.
5,Yoga mat has some plastic smell. But still tolerable. Is long enuf and comes with a bag and band.
5,Well received. Need to leave it out to air away the plasticky smell.
5,"Received, well packed and good quality with the price paid. Satisfy purchase. 😊"
5,"Swift delivery. 5 days to receive it. Fit nicely. But material very thin.
"
2,"Great for static exercises like yoga, push ups, planks. However, not suitable for strenuous exercise like mountain climbers etc. The mat will make squeaky noises and slip off. Update, the foam has started to rub off"
5,Received in good condition! The mat is pretty thick and it comes with a bag and strap for storage or if you wanna bring out!! Really good!
5,item arrived earlier than i expected. both sides of the mat are the same material. and it comes with the bag too 
5,Thick mat. Love it 
5,well packaged and yoga mat bag comes together with it. highly recommended !
5,Received in good condition! And i love the colour! Thank you so much! Will definitely refer to friends! 👍🏼💕
5,Received with satisfied condition
5,"Highly recommended and worth buying.
The thickness is just right, not too thin."
5,Item received. Have some defect at the purple mat.
5,Good thickness and supports well. The material on close up seems easy to spoil. Hope it lasts! So far so good! Good buy. 
5,"Nice product and nice seller, recommended shop. Thanks!"
5,Product is perfect. Just as advertised. Nat is thick and looks very durable.
5,Received in good conditions and items as described. Good quality 
5,Received in fairly good speed. Thank you for the delivery. Product is very light and the parcel almost rolled away when left at the doorstep. The mat bag and strap are all included. The mat surface dries fairly quickly. Happy with the purchase. Thank you. 
5,Received in one week. Happy with the product. Thank you so much.
5,Received in good conditions ;) but it does not absorb the sweet from my body... the foam gets wet & slippy...
4,"came with a carrying case/strap which is very useful. can be a bit slippery on the base but that might reduce with more use, but the thickness is very comfortable for knees and back when using it. overall good value for money and delivery was quite fast too during CB, thanks!"
5,Described as the title. Love it! Delivery is fast and I’m impressed ☺️✨
5,"Item is well received, no defects on mat. Delivery is fast despite the circuit breaker period. Noted that the mat gets kinda slippery when it comes in contact with sweat. Nevertheless, worth for value"
5,"Ordered this on 12th May 2020, received the 2 mats on 20th May. 

Yoga mats do have a new smell, but not too bothered by it and just a quite wipe down works. Compared to an old yoga mat at home, quite impressed with this mat’s thickness, it indeed is 1cm thick. Provides good support on knees&Back!"
5,Very thick and soft. quite nice to use for yoga and stretching but   quite squeaky when doing jumping exercises like mountain climbers or jumping jacks.
5,"Fast delivery. The product came in about a week after order. It came with a strap and a carry bag, which makes it easy and convenient for keeping and carrying around."
5,Delivery took just 4 days! Came as advertised. Thanks seller!
5,Fast delivery! Got bit of smell but air it out and it will be fine 
4,"  not exactly what it described.   a soft form board and I don’t think it will stay 10mm over time. It arrived before ETA but I’ll not buy again that’s for sure.
Suitable for children to do their tumbling but not good for adults above 50kg."
5,"mat is thick, seems to be good quality, came faster than expected. also came with free bag to carry it around "
